web-scraper-order,web-scraper-start-url,nama,kewarganegaraan,tipe_pelanggan,tipe_kamar,rating,judul_review,deskripsi,tanggal_review,periode_menginap
1745475234-1785,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yamky,Indonesia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"6,8",“Good brakfast”,"We are happy live in this hotel 
Breakfast  very good with a lot of varian  food.",Diulas pada 16 November 2018,Menginap 1 malam pada November 2018
1745475234-1786,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Robin,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"9,2",“Spektakuler”,Always my favourite hotel in surabaya,Diulas pada 07 November 2018,Menginap 1 malam pada Juli 2018
1745475234-1787,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,tie,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"2,8",“Old hotel poor maintenance.”,"Dirty carpet, water, n old future. Time to refurbish the hotel.",Diulas pada 25 Oktober 2018,Menginap 1 malam pada Oktober 2018
1745475234-1788,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mohammad,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Wonderful”,One best hotel in town with various traditional food..,Diulas pada 20 Oktober 2018,Menginap 2 malam pada Agustus 2018
1745475234-1789,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,jeremiah,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“Best hotel for family”,"this hotel has everything for family. Pool, sport club, good restaurant, good breakfast, and quite big garden surrounding.  Located in central Surabaya, near culinary center, not too far from tunjungan plaza and wisata rasa.",Diulas pada 14 Oktober 2018,Menginap 2 malam pada Oktober 2018
1745475234-1790,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,jeremiah,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“Our fourth times stay here”,"we stay here coz we have an event held in this hotel. the hotel is so comfortable, instantly feels disconnected to the city's rush. Greenery everywhere, and the restaurant is recommended too.",Diulas pada 14 Oktober 2018,Menginap 1 malam pada Oktober 2018
1745475234-1791,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Brahms,Hong Kong,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"6,4",“Bumi Surabaya”,"Food was great with a mix of local Indonesian food. However, alot of flying bugs in my room. I was bitten to death. My co-worker also had the same issue.",Diulas pada 01 Oktober 2018,Menginap 6 malam pada September 2018
1745475234-1792,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Libra,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"7,6",“Sangat baik”,"Strategic location, near to everywhere in Surabaya",Diulas pada 01 Oktober 2018,Menginap 1 malam pada Juni 2018
1745475234-1793,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Robert,Polandia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,8",“2 days trip”,It was nice experience.,Diulas pada 01 Oktober 2018,Menginap 2 malam pada September 2018
1745475234-1794,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,CHANG,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Great! I like the breakfast”,"Nice room, comfortable bed, no complain at all.",Diulas pada 26 September 2018,Menginap 2 malam pada Mei 2018
1745475234-1795,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Sandra,,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"8,8",“Nice hotel”,Very nice oasis in the middle of the city. Perfect for a short gateaway.,Diulas pada 21 September 2018,Menginap 2 malam pada September 2018
1745475234-1796,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Dedi,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"3,2",“don't judge the book from the cover”,jangan melihat tamu anda hanya Karena penampilannya,Diulas pada 18 September 2018,Menginap 2 malam pada September 2018
1745475234-1797,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,faizah,Malaysia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,8",“Loves the ambiance ”,Breakfast superb,Diulas pada 13 September 2018,Menginap 1 malam pada September 2018
1745475234-1798,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Lynda,Inggris,Pasangan,Kamar Classic dengan Ranjang King,"9,2",“Pleasant Stay”,"Although the rooms are a little tired, this didn’t distract from an enjoyable stay. The restaurant staff and the staff at the Club Olympia (gym and pool) were wonderful. The gym had everything you could want and the pool is one of the best that I have come across in Asia. The breakfast does cater mainly for Asian clientele, but also has numerous choices for western clients. I would definitely stay here again.",Diulas pada 11 September 2018,Menginap 4 malam pada September 2018
1745475234-1799,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ANNURYANI,Malaysia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“Beautiful hotel with beautiful everything”,A definite must go hotel in Surabaya,Diulas pada 11 September 2018,Menginap 3 malam pada September 2018
1745475234-1800,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,farhan,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Great ambience and hospitality”,"the ambience in the restaurant was great.A wide range of options. Room was huge and clean. Everything about our stay were perfect!

Except we had to pay for what we consumed in the room's minibar. We thought it was complimentary. Nevertheless, a great and enjoyable stay!",Diulas pada 08 September 2018,Menginap 3 malam pada September 2018
1745475234-1801,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,erly,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,love this hotel,Diulas pada 07 September 2018,Menginap 2 malam pada Maret 2018
1745475234-1802,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,erly,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,"love this hotel, will come back",Diulas pada 07 September 2018,Menginap 1 malam pada Agustus 2018
1745475234-1803,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yang,Korea Selatan,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Very Nice”,Much nicer than other 5 star hotels in Surabaya,Diulas pada 03 September 2018,Menginap 2 malam pada Agustus 2018
1745475234-1804,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Sukaridi,Brunei Darussalam,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Excellent 5 star Hotel”,"All the staff are very polite and friendly, the breakfast was good and so many variety, the hotel facilities is outstanding, really recommended to stay here again",Diulas pada 01 September 2018,Menginap 2 malam pada Agustus 2018
1745475234-1805,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Sunny,Belanda,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“True leisure feeling”,"Only hotel in Surabaya that gives me a true leisure feeling. Good pool, nice gardens and places to relax.  Good food and nice garden restaurant that gives you the bali feeling. Hotel is older and the state of it can't match the newer 5 star hotels but it's still up to standard and the true leisure feelings compensates the gap.",Diulas pada 31 Agustus 2018,Menginap 7 malam pada Agustus 2018
1745475234-1806,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,WAN,Malaysia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"8,0",“Great”,Great breakfast serving with many local cuisine,Diulas pada 30 Agustus 2018,Menginap 1 malam pada Juli 2018
1745475234-1807,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Muji,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Stay with confert”,"BUMI is amazing hotel in Surabaya, especially when we are looking for Hotel with natural and healthy orientation.",Diulas pada 30 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1808,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Naria,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"7,2",“Nice ambience”,Nice hotel with spacious garden and great food choices. Very recommended!,Diulas pada 30 Agustus 2018,Menginap 2 malam pada Agustus 2018
1745475234-1809,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Cynthia,Indonesia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“Nice stay”,"old hotel but still a nice place to stay. staffs were nice. hotel lobby, garden, and the pool look good. breakfast had various menu.",Diulas pada 29 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1810,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Rizky,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Great Place”,It is always my favourite hotel in Surabaya,Diulas pada 29 Agustus 2018,Menginap 1 malam pada Juli 2018
1745475234-1811,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ricko,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,8",“Nice Hotel ”,Bumi is always nice to stay after a long hour of working...,Diulas pada 28 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1812,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,mark,Australia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Very calm and peaceful in a busy city ”,Huge well equipped room and bathroom with views . Gardens are beautiful . A large range of food options and some shops . Transport easy . Close to large shopping mall and other shops and eateries . Staff very helpful . Had a breakfast box ready as needed to leave Pre breakfast times for an early flight . A lovely hotel with a good feel and that great smell mentioned by others,Diulas pada 28 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1813,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,CHUEN,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Great hotel and value for money”,"Value for money for such a luxury hotel.
Big room come with nice breakfast.
Big wimming pool, good location in the CBD area.
Walking distant to Tunjungan Plaza.",Diulas pada 27 Agustus 2018,Menginap 2 malam pada Agustus 2018
1745475234-1814,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Josephine,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"8,0",“great”,"big room, big bathroom, wide variety breakfast",Diulas pada 25 Agustus 2018,Menginap 1 malam pada November 2017
1745475234-1815,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,kurukulasuriya,Sri Lanka,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“5 star quality”,"I am a critical person but this time I must acknowledge that there was very little to criticize. Bumi Surabaya is a fine hotel, and I wish I could return soon. One slight complaint- the 80 rupiah charge for 1 hour intrnet use, is too high.",Diulas pada 24 Agustus 2018,Menginap 4 malam pada Agustus 2018
1745475234-1816,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,rachel,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“so happy”,always satisfied,Diulas pada 24 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1817,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,SULTAN,Indonesia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"9,6",“Excellent and worth a visit”,"The hotel is generally excellent, its food is great, the restaurant is excellent, the staff are very helpful but overall excellent",Diulas pada 24 Agustus 2018,Menginap 3 malam pada Agustus 2018
1745475234-1818,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Chun,Malaysia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"7,2",“Nice hotel but old ”,It’s a nice hotel but need refurbishment for the rooms.,Diulas pada 23 Agustus 2018,Menginap 2 malam pada Agustus 2018
1745475234-1819,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Aris,,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"10,0",“Fantastic stay”,"All fantastic.Thank you for bapak Anjas,Bunga,Echa and Nenny.You’re the assets of this property.Smile and your services was excellent for me.",Diulas pada 20 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1820,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Norliza,Singapura,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Great hotel.”,Nice hotel to stay at.,Diulas pada 19 Agustus 2018,Menginap 2 malam pada Juli 2018
1745475234-1821,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Razween,Malaysia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“Luar biasa”,Loved the ambience!,Diulas pada 14 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1822,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Richard,Inggris,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Top class at acceptable price”,"Spent 3 nights here and enjoyed it. Excellent breakfast buffet with huge choice. Large grounds for a city location, big swimming pools and space to walk. Very helpful staff and excellent rooms. Near to big mall.",Diulas pada 13 Agustus 2018,Menginap 3 malam pada Juli 2018
1745475234-1823,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,hakim,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Perfect ”,Could be nice if the provide welcome drink and improve the variety of breakfast and dinner.,Diulas pada 07 Agustus 2018,Menginap 1 malam pada Agustus 2018
1745475234-1824,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,MJ,Belanda,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6","“Extreem friendly staff,  we feel at home immediately”","Is in a good location in the middle  of the city with beautiful garden. 
Facilities are very complete,  tennis court,  and swimmingpool. 
Delicious in fully equipped restaurant",Diulas pada 29 Juli 2018,Menginap 1 malam pada Juli 2018
